ion_Z,target_name,target_Z,target_A,phase,energy,stopping_power,percentage_error,publication_year,ref_id,citation_reference,doi
1,Al,13,26.9815,s,3800,3.1116,0.5,1977,An1977a,H.H.Andersen.J.F.Bak.H.Knudsen and B.R.Nielsen. Phys.Rev. A16.1929 (1977) (The Au values were later replaced by An81),10.1103/PhysRevA.16.1929
1,Al,13,26.9815,s,4000,2.9987,0.5,1977,An1977a,H.H.Andersen.J.F.Bak.H.Knudsen and B.R.Nielsen. Phys.Rev. A16.1929 (1977) (The Au values were later replaced by An81),10.1103/PhysRevA.16.1929
1,Al,13,26.9815,s,4200,2.8943,0.5,1977,An1977a,H.H.Andersen.J.F.Bak.H.Knudsen and B.R.Nielsen. Phys.Rev. A16.1929 (1977) (The Au values were later replaced by An81),10.1103/PhysRevA.16.1929
1,Al,13,26.9815,s,4400,2.798,0.5,1977,An1977a,H.H.Andersen.J.F.Bak.H.Knudsen and B.R.Nielsen. Phys.Rev. A16.1929 (1977) (The Au values were later replaced by An81),10.1103/PhysRevA.16.1929
1,Al,13,26.9815,s,4600,2.7089,0.5,1977,An1977a,H.H.Andersen.J.F.Bak.H.Knudsen and B.R.Nielsen. Phys.Rev. A16.1929 (1977) (The Au values were later replaced by An81),10.1103/PhysRevA.16.1929
1,Al,13,26.9815,s,4800,2.6255,0.5,1977,An1977a,H.H.Andersen.J.F.Bak.H.Knudsen and B.R.Nielsen. Phys.Rev. A16.1929 (1977) (The Au values were later replaced by An81),10.1103/PhysRevA.16.1929
1,Al,13,26.9815,s,5000,2.548,0.5,1977,An1977a,H.H.Andersen.J.F.Bak.H.Knudsen and B.R.Nielsen. Phys.Rev. A16.1929 (1977) (The Au values were later replaced by An81),10.1103/PhysRevA.16.1929
1,Al,13,26.9815,s,5200,2.4755,0.5,1977,An1977a,H.H.Andersen.J.F.Bak.H.Knudsen and B.R.Nielsen. Phys.Rev. A16.1929 (1977) (The Au values were later replaced by An81),10.1103/PhysRevA.16.1929
1,Al,13,26.9815,s,5400,2.4074,0.5,1977,An1977a,H.H.Andersen.J.F.Bak.H.Knudsen and B.R.Nielsen. Phys.Rev. A16.1929 (1977) (The Au values were later replaced by An81),10.1103/PhysRevA.16.1929
1,Al,13,26.9815,s,5600,2.3433,0.5,1977,An1977a,H.H.Andersen.J.F.Bak.H.Knudsen and B.R.Nielsen. Phys.Rev. A16.1929 (1977) (The Au values were later replaced by An81),10.1103/PhysRevA.16.1929
1,Al,13,26.9815,s,5800,2.2833,0.5,1977,An1977a,H.H.Andersen.J.F.Bak.H.Knudsen and B.R.Nielsen. Phys.Rev. A16.1929 (1977) (The Au values were later replaced by An81),10.1103/PhysRevA.16.1929
1,Al,13,26.9815,s,6000,2.2264,0.5,1977,An1977a,H.H.Andersen.J.F.Bak.H.Knudsen and B.R.Nielsen. Phys.Rev. A16.1929 (1977) (The Au values were later replaced by An81),10.1103/PhysRevA.16.1929
1,Al,13,26.9815,s,6200,2.1726,0.5,1977,An1977a,H.H.Andersen.J.F.Bak.H.Knudsen and B.R.Nielsen. Phys.Rev. A16.1929 (1977) (The Au values were later replaced by An81),10.1103/PhysRevA.16.1929
1,Al,13,26.9815,s,6400,2.122,0.5,1977,An1977a,H.H.Andersen.J.F.Bak.H.Knudsen and B.R.Nielsen. Phys.Rev. A16.1929 (1977) (The Au values were later replaced by An81),10.1103/PhysRevA.16.1929
1,Al,13,26.9815,s,0.355,2.8012,10,1969,Ar1969,E.P.Arkhipov and Yu.V.Gott Sov.Phys.-JETP 29.615,10.1134/s0021364017060042
1,Al,13,26.9815,s,0.906,5.5991,10,1969,Ar1969,E.P.Arkhipov and Yu.V.Gott Sov.Phys.-JETP 29.615,10.1134/s0021364017060042
1,Al,13,26.9815,s,3.183,9.4376,10,1969,Ar1969,E.P.Arkhipov and Yu.V.Gott Sov.Phys.-JETP 29.615,10.1134/s0021364017060042
1,Al,13,26.9815,s,5.34,11.803,10,1969,Ar1969,E.P.Arkhipov and Yu.V.Gott Sov.Phys.-JETP 29.615,10.1134/s0021364017060042
1,Al,13,26.9815,s,9.017,16.232,10,1969,Ar1969,E.P.Arkhipov and Yu.V.Gott Sov.Phys.-JETP 29.615,10.1134/s0021364017060042
1,Al,13,26.9815,s,13.097,18.87,10,1969,Ar1969,E.P.Arkhipov and Yu.V.Gott Sov.Phys.-JETP 29.615,10.1134/s0021364017060042
1,Al,13,26.9815,s,14.958,18.618,10,1969,Ar1969,E.P.Arkhipov and Yu.V.Gott Sov.Phys.-JETP 29.615,10.1134/s0021364017060042
1,Al,13,26.9815,s,17.058,20.619,10,1969,Ar1969,E.P.Arkhipov and Yu.V.Gott Sov.Phys.-JETP 29.615,10.1134/s0021364017060042
1,Al,13,26.9815,s,21.013,21.098,10,1969,Ar1969,E.P.Arkhipov and Yu.V.Gott Sov.Phys.-JETP 29.615,10.1134/s0021364017060042
1,Al,13,26.9815,s,24.831,22.912,10,1969,Ar1969,E.P.Arkhipov and Yu.V.Gott Sov.Phys.-JETP 29.615,10.1134/s0021364017060042
1,Al,13,26.9815,s,3.001,6.6603,7,1936,Bä1936,H.Bätzner. Ann.Phys.(Leipzig) 25.233 (1936),10.1002/andp.19364170307
1,Al,13,26.9815,s,3.224,7.5874,7,1936,Bä1936,H.Bätzner. Ann.Phys.(Leipzig) 25.233 (1936),10.1002/andp.19364170307
1,Al,13,26.9815,s,4.435,9.4295,7,1936,Bä1936,H.Bätzner. Ann.Phys.(Leipzig) 25.233 (1936),10.1002/andp.19364170307
1,Al,13,26.9815,s,6.983,11.738,7,1936,Bä1936,H.Bätzner. Ann.Phys.(Leipzig) 25.233 (1936),10.1002/andp.19364170307
1,Al,13,26.9815,s,10.362,13.656,7,1936,Bä1936,H.Bätzner. Ann.Phys.(Leipzig) 25.233 (1936),10.1002/andp.19364170307
1,Al,13,26.9815,s,16.602,16.109,7,1936,Bä1936,H.Bätzner. Ann.Phys.(Leipzig) 25.233 (1936),10.1002/andp.19364170307
1,Al,13,26.9815,s,25.246,18.789,7,1936,Bä1936,H.Bätzner. Ann.Phys.(Leipzig) 25.233 (1936),10.1002/andp.19364170307
1,Al,13,26.9815,s,38.755,21.106,7,1936,Bä1936,H.Bätzner. Ann.Phys.(Leipzig) 25.233 (1936),10.1002/andp.19364170307
1,Al,13,26.9815,s,55.841,23.171,7,1936,Bä1936,H.Bätzner. Ann.Phys.(Leipzig) 25.233 (1936),10.1002/andp.19364170307
1,Al,13,26.9815,s,200,17.5,5,1956,Bd1956,M.Bader.R.E.Pixley.F.S.Mozer and W.Whaling Phys.Rev. 103.32,10.1103/physrev.103.32
1,Al,13,26.9815,s,300,14.7,5,1956,Bd1956,M.Bader.R.E.Pixley.F.S.Mozer and W.Whaling Phys.Rev. 103.32,10.1103/physrev.103.32
1,Al,13,26.9815,s,400,12.5,5,1956,Bd1956,M.Bader.R.E.Pixley.F.S.Mozer and W.Whaling Phys.Rev. 103.32,10.1103/physrev.103.32
1,Al,13,26.9815,s,500,11.5,5,1956,Bd1956,M.Bader.R.E.Pixley.F.S.Mozer and W.Whaling Phys.Rev. 103.32,10.1103/physrev.103.32
1,Al,13,26.9815,s,600,10.8,5,1956,Bd1956,M.Bader.R.E.Pixley.F.S.Mozer and W.Whaling Phys.Rev. 103.32,10.1103/physrev.103.32
1,Al,13,26.9815,s,121.41,18.633,4,1980,Be1980,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Sov.Phys.-JETP 51.954 (1980),10.1002/pssa.2210680125
1,Al,13,26.9815,s,127.75,17.979,4,1980,Be1980,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Sov.Phys.-JETP 51.954 (1980),10.1002/pssa.2210680125
1,Al,13,26.9815,s,165.49,16.796,4,1980,Be1980,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Sov.Phys.-JETP 51.954 (1980),10.1002/pssa.2210680125
1,Al,13,26.9815,s,184.26,16.155,4,1980,Be1980,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Sov.Phys.-JETP 51.954 (1980),10.1002/pssa.2210680125
1,Al,13,26.9815,s,205.72,15.733,4,1980,Be1980,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Sov.Phys.-JETP 51.954 (1980),10.1002/pssa.2210680125
1,Al,13,26.9815,s,218.47,15.403,4,1980,Be1980,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Sov.Phys.-JETP 51.954 (1980),10.1002/pssa.2210680125
1,Al,13,26.9815,s,240.36,14.925,4,1980,Be1980,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Sov.Phys.-JETP 51.954 (1980),10.1002/pssa.2210680125
1,Al,13,26.9815,s,290.82,13.785,4,1980,Be1980,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Sov.Phys.-JETP 51.954 (1980),10.1002/pssa.2210680125
1,Al,13,26.9815,s,316.85,13.33,4,1980,Be1980,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Sov.Phys.-JETP 51.954 (1980),10.1002/pssa.2210680125
1,Al,13,26.9815,s,331.92,13.522,4,1980,Be1980,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Sov.Phys.-JETP 51.954 (1980),10.1002/pssa.2210680125
1,Al,13,26.9815,s,342.45,12.922,4,1980,Be1980,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Sov.Phys.-JETP 51.954 (1980),10.1002/pssa.2210680125
1,Al,13,26.9815,s,374.05,12.543,4,1980,Be1980,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Sov.Phys.-JETP 51.954 (1980),10.1002/pssa.2210680125
1,Al,13,26.9815,s,391.99,12.095,4,1980,Be1980,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Sov.Phys.-JETP 51.954 (1980),10.1002/pssa.2210680125
1,Al,13,26.9815,s,417.03,11.924,4,1980,Be1980,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Sov.Phys.-JETP 51.954 (1980),10.1002/pssa.2210680125
1,Al,13,26.9815,s,430.47,11.619,4,1980,Be1980,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Sov.Phys.-JETP 51.954 (1980),10.1002/pssa.2210680125
1,Al,13,26.9815,s,445.62,11.527,4,1980,Be1980,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Sov.Phys.-JETP 51.954 (1980),10.1002/pssa.2210680125
1,Al,13,26.9815,s,118.67,18.423,4,1981,Be1981,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Phys.Status Solidi A68.187,10.1002/pssa.2210680125
1,Al,13,26.9815,s,125.67,18.572,4,1981,Be1981,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Phys.Status Solidi A68.187,10.1002/pssa.2210680125
1,Al,13,26.9815,s,161.36,16.738,4,1981,Be1981,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Phys.Status Solidi A68.187,10.1002/pssa.2210680125
1,Al,13,26.9815,s,180.25,16.259,4,1981,Be1981,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Phys.Status Solidi A68.187,10.1002/pssa.2210680125
1,Al,13,26.9815,s,203.89,15.776,4,1981,Be1981,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Phys.Status Solidi A68.187,10.1002/pssa.2210680125
1,Al,13,26.9815,s,215.3,15.314,4,1981,Be1981,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Phys.Status Solidi A68.187,10.1002/pssa.2210680125
1,Al,13,26.9815,s,231.75,15.422,4,1981,Be1981,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Phys.Status Solidi A68.187,10.1002/pssa.2210680125
1,Al,13,26.9815,s,263.84,14.857,4,1981,Be1981,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Phys.Status Solidi A68.187,10.1002/pssa.2210680125
1,Al,13,26.9815,s,284.83,13.857,4,1981,Be1981,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Phys.Status Solidi A68.187,10.1002/pssa.2210680125
1,Al,13,26.9815,s,308.33,13.554,4,1981,Be1981,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Phys.Status Solidi A68.187,10.1002/pssa.2210680125
1,Al,13,26.9815,s,320.22,13.38,4,1981,Be1981,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Phys.Status Solidi A68.187,10.1002/pssa.2210680125
1,Al,13,26.9815,s,330.07,13.207,4,1981,Be1981,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Phys.Status Solidi A68.187,10.1002/pssa.2210680125
1,Al,13,26.9815,s,363.33,12.656,4,1981,Be1981,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Phys.Status Solidi A68.187,10.1002/pssa.2210680125
1,Al,13,26.9815,s,378.87,12.298,4,1981,Be1981,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Phys.Status Solidi A68.187,10.1002/pssa.2210680125
1,Al,13,26.9815,s,408.45,12.235,4,1981,Be1981,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Phys.Status Solidi A68.187,10.1002/pssa.2210680125
1,Al,13,26.9815,s,425.98,11.832,4,1981,Be1981,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Phys.Status Solidi A68.187,10.1002/pssa.2210680125
1,Al,13,26.9815,s,435.15,11.806,4,1981,Be1981,A.A.Bednyakov.Yu.V.Bulgakov.V.S.Nikolaev and V.L.Chernov. Phys.Status Solidi A68.187,10.1002/pssa.2210680125
1,Al,13,26.9815,s,55000,0.399,0.25,1992,BH1992,H.Bichsel and T.Hiraoka. Nucl. Instrum. Methods Phys. Res. B66. 345 (1992),10.1016/0168-583X(92)95995-4
1,Al,13,26.9815,s,65000,0.351,0.25,1992,BH1992,H.Bichsel and T.Hiraoka. Nucl. Instrum. Methods Phys. Res. B66. 345 (1992),10.1016/0168-583X(92)95995-4
1,Al,13,26.9815,s,73000,0.322,0.25,1992,BH1992,H.Bichsel and T.Hiraoka. Nucl. Instrum. Methods Phys. Res. B66. 345 (1992),10.1016/0168-583X(92)95995-4
1,Al,13,26.9815,s,12.917,15.73,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,14.055,16.31,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,15.294,16.89,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,16.643,17.46,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,18.11,18.01,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,19.706,18.55,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,21.443,19.06,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,23.333,19.54,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,25.39,19.99,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,27.629,20.39,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,30.064,20.75,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,32.714,21.06,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,35.598,21.32,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,38.736,21.51,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,42.151,21.65,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,45.867,21.73,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,49.91,21.75,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,54.309,21.7,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,59.097,21.6,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,64.306,21.44,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,69.975,21.23,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,76.143,20.97,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,82.856,20.66,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,90.159,20.31,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,98.107,19.93,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,106.76,19.52,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,116.17,19.09,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,126.41,18.63,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,137.55,18.16,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,149.67,17.68,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,162.87,17.19,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,177.23,16.69,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,192.85,16.2,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,209.85,15.71,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,228.35,15.22,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,248.48,14.74,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,270.38,14.27,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,294.21,13.81,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,320.15,13.36,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,348.37,12.92,5,1992,Ep1992,Ch.Eppacher.D.Semrad. Nucl.Instrum.Methods Phys.Res. B69. 33 (1992) see also Ep94a,10.1016/0168-583x(92)95735-a
1,Al,13,26.9815,s,3.041,6.9486,8,1962,Gt1962,Yu.Gott and V.G.Tel'kovskiy. Radiotekh.Electron. 7.1956 (1962) [Engl.trans. Rad.Eng.and Electron.Phys. 7.1813],
1,Al,13,26.9815,s,4.804,8.9456,8,1962,Gt1962,Yu.Gott and V.G.Tel'kovskiy. Radiotekh.Electron. 7.1956 (1962) [Engl.trans. Rad.Eng.and Electron.Phys. 7.1813],
1,Al,13,26.9815,s,6.903,12.23,8,1962,Gt1962,Yu.Gott and V.G.Tel'kovskiy. Radiotekh.Electron. 7.1956 (1962) [Engl.trans. Rad.Eng.and Electron.Phys. 7.1813],
1,Al,13,26.9815,s,10.324,13.869,8,1962,Gt1962,Yu.Gott and V.G.Tel'kovskiy. Radiotekh.Electron. 7.1956 (1962) [Engl.trans. Rad.Eng.and Electron.Phys. 7.1813],
1,Al,13,26.9815,s,16.227,15.841,8,1962,Gt1962,Yu.Gott and V.G.Tel'kovskiy. Radiotekh.Electron. 7.1956 (1962) [Engl.trans. Rad.Eng.and Electron.Phys. 7.1813],
1,Al,13,26.9815,s,7000,1.954,0.3,1974,Is1974,R.Ishiwari.N.Shiomi.S.Shirai and Y.Uemura. Phys.Lett. A48.96 (1974),10.1016/0375-9601(74)90416-2
1,Al,13,26.9815,s,6500,2.0978,0.3,1979,Is1979,R.Ishiwari.N.Shiomi and N.Sakamoto. Phys.Lett. A75.112 (1979) (This publication replaces measurements published earlier),10.1016/0375-9601(79)90295-0
1,Al,13,26.9815,s,3000,3.7033,0.4,1988,Is1988a,R.Ishiwari.N.Shiomi-Tsuda and N.Sakamoto Nucl.Instrum.Methods Phys.Res. B35.118,10.1016/b978-0-12-168561-4.50486-8
1,Al,13,26.9815,s,3500,3.297,0.4,1988,Is1988a,R.Ishiwari.N.Shiomi-Tsuda and N.Sakamoto Nucl.Instrum.Methods Phys.Res. B35.118,10.1016/b978-0-12-168561-4.50486-8
1,Al,13,26.9815,s,4000,2.9942,0.4,1988,Is1988a,R.Ishiwari.N.Shiomi-Tsuda and N.Sakamoto Nucl.Instrum.Methods Phys.Res. B35.118,10.1016/b978-0-12-168561-4.50486-8
1,Al,13,26.9815,s,4500,2.764,0.4,1988,Is1988a,R.Ishiwari.N.Shiomi-Tsuda and N.Sakamoto Nucl.Instrum.Methods Phys.Res. B35.118,10.1016/b978-0-12-168561-4.50486-8
1,Al,13,26.9815,s,5000,2.5637,0.4,1988,Is1988a,R.Ishiwari.N.Shiomi-Tsuda and N.Sakamoto Nucl.Instrum.Methods Phys.Res. B35.118,10.1016/b978-0-12-168561-4.50486-8
1,Al,13,26.9815,s,5500,2.3729,0.4,1988,Is1988a,R.Ishiwari.N.Shiomi-Tsuda and N.Sakamoto Nucl.Instrum.Methods Phys.Res. B35.118,10.1016/b978-0-12-168561-4.50486-8
1,Al,13,26.9815,s,6000,2.2215,0.4,1988,Is1988a,R.Ishiwari.N.Shiomi-Tsuda and N.Sakamoto Nucl.Instrum.Methods Phys.Res. B35.118,10.1016/b978-0-12-168561-4.50486-8
1,Al,13,26.9815,s,6500,2.0956,0.4,1988,Is1988a,R.Ishiwari.N.Shiomi-Tsuda and N.Sakamoto Nucl.Instrum.Methods Phys.Res. B35.118,10.1016/b978-0-12-168561-4.50486-8
1,Al,13,26.9815,s,7000,1.9858,0.4,1988,Is1988a,R.Ishiwari.N.Shiomi-Tsuda and N.Sakamoto Nucl.Instrum.Methods Phys.Res. B35.118,10.1016/b978-0-12-168561-4.50486-8
1,Al,13,26.9815,s,7500,1.8703,0.4,1988,Is1988a,R.Ishiwari.N.Shiomi-Tsuda and N.Sakamoto Nucl.Instrum.Methods Phys.Res. B35.118,10.1016/b978-0-12-168561-4.50486-8
1,Al,13,26.9815,s,8000,1.7937,0.4,1988,Is1988a,R.Ishiwari.N.Shiomi-Tsuda and N.Sakamoto Nucl.Instrum.Methods Phys.Res. B35.118,10.1016/b978-0-12-168561-4.50486-8
1,Al,13,26.9815,s,8500,1.7139,0.4,1988,Is1988a,R.Ishiwari.N.Shiomi-Tsuda and N.Sakamoto Nucl.Instrum.Methods Phys.Res. B35.118,10.1016/b978-0-12-168561-4.50486-8
1,Al,13,26.9815,s,9000,1.6449,0.4,1988,Is1988a,R.Ishiwari.N.Shiomi-Tsuda and N.Sakamoto Nucl.Instrum.Methods Phys.Res. B35.118,10.1016/b978-0-12-168561-4.50486-8
